# Hour	Dry Bulb Temperature {C}	Direct Normal Radiation {Wh/m2}	Diffuse Horizontal Radiation {Wh/m2}
3	21.3	0	0
4	20.5	0	0
5	20.3	0	0
6	20.3	1	2
7	21.6	219	62
8	22.9	619	95
9	25.1	727	116
10	26.2	693	164
11	27.6	618	220
12	28.4	590	241
13	28.8	641	205
14	28.6	727	143
15	27.2	760	97
16	26.8	643	79
17	25.6	66	49
18	25.4	0	0
19	23.7	0	0
20	23.1	0	0
21	22.8	0	0
22	22.5	0	0
23	22.2	0	0
24	21.9	0	0
1	21.8	0	0
2	21.1	0	0
3	20.6	0	0
4	19.2	0	0
5	18.8	0	0
6	19	1	2
7	20.2	240	59
8	21.8	666	86
9	23.6	773	103
10	25.5	737	147
11	27.1	661	201
12	28.2	633	221
13	28.6	684	187
14	28.3	770	127
15	27.6	803	86
16	26.5	687	71
17	25.4	67	46
18	24.4	0	0
19	23.9	0	0
20	23.6	0	0
21	23.8	0	0
22	23.6	0	0
23	23.6	0	0
24	22.8	0	0
1	23	0	0
2	22.5	0	0
3	22.9	0	0
4	21.5	0	0
5	21.3	0	0
6	20.6	0	2
7	22.2	171	68
8	23.3	502	118
9	25	609	151
10	25.9	579	207
11	27	511	266
12	28	486	287
13	28	534	250
14	27.8	617	183
15	26.7	647	128
16	26.3	530	100
17	25.3	65	53
18	24.6	0	0
19	23.9	0	0
20	23.5	0	0
21	23.6	0	0
22	23.1	0	0
23	22.8	0	0
24	22	0	0
1	21.4	0	0
2	20.6	0	0
3	20	0	0
4	19.4	0	0
5	19.5	0	0
6	19.8	0	2
7	21.1	160	68
8	22.6	476	123
9	24.6	582	158
10	26	553	215
11	27.4	487	275
12	28.1	464	295
13	28.8	512	259
14	28.6	592	191
15	28.3	621	135
16	27.1	504	104
17	26.2	63	53
18	25	0	0
19	24.6	0	0
20	24	0	0
21	23.7	0	0
22	23.2	0	0
23	22.7	0	0
24	22.1	0	0
1	20.9	0	0
2	20	0	0
3	19.5	0	0
4	19	0	0
5	19.1	0	0
6	19.3	0	1
7	21.1	188	64
8	22.7	550	107
9	25	659	134
10	26.2	627	186
11	27.7	557	243
12	28.4	532	263
13	29.1	581	227
14	29.1	666	162
15	28.8	696	113
16	27.9	575	90
17	27.1	61	50
18	26	0	0
19	25.5	0	0
20	24.8	0	0
21	24.4	0	0
22	23.5	0	0
23	22.8	0	0
24	22	0	0
1	21.5	0	0
2	21	0	0
3	20.8	0	0
4	20.8	0	0
5	21.2	0	0
6	22	0	1
7	23.1	31	63
8	24.2	73	172
9	25	104	269
10	25.9	106	343
11	26.2	97	389
12	26.8	94	402
13	25.5	105	382
14	24.7	122	330
15	22.7	122	252
16	23.3	85	156
17	22.9	31	51
18	23.9	0	0
19	22.9	0	0
20	23.2	0	0
21	23	0	0
22	23.3	0	0
23	22.9	0	0
24	21.7	0	0
1	20.9	0	0
2	19.8	0	0
3	19.4	0	0
4	18.3	0	0
5	18.4	0	0
6	18.8	0	1
7	20.5	254	54
8	22.2	704	75
9	24.2	811	89
10	25.9	776	129
11	27.3	702	178
12	28	674	197
13	28.4	726	164
14	28.1	811	109
15	27.6	841	73
16	26.5	721	62
17	25.5	58	40
18	24.8	0	0
19	24.1	0	0
20	23.7	0	0
21	22.9	0	0
22	22.9	0	0
23	22.3	0	0
24	21.8	0	0
1	20.7	0	0
2	19.7	0	0
3	19	0	0
4	18.2	0	0
5	18.1	0	0
6	18.3	0	1
7	19.6	196	61
8	21.1	574	100
9	22.8	685	124
10	24.7	653	173
11	26.2	582	228
12	27.8	557	248
13	27.8	608	212
14	27.8	693	149
15	27	721	103
16	26.5	597	83
17	25.5	56	46
18	24.2	0	0
19	23.6	0	0
20	22.7	0	0
21	22.6	0	0
22	20.8	0	0
23	19.7	0	0
24	17.6	0	0
1	17.3	0	0
2	16.2	0	0
3	16.1	0	0
4	15.1	0	0
5	15.5	0	0
6	16	0	1
7	18.3	196	60
8	20.5	576	99
9	23.4	687	123
10	24.9	656	171
11	26.5	585	226
12	27	560	245
13	27.7	611	209
14	27.3	696	147
15	26.5	724	102
16	25.4	599	82
17	24.3	55	45
18	23.7	0	0
19	22.9	0	0
20	22.6	0	0
21	22.4	0	0
22	22.1	0	0
23	21.7	0	0
24	20.2	0	0
1	19.9	0	0
2	18.8	0	0
3	18.9	0	0
4	16.9	0	0
5	16.7	0	0
6	15.9	0	1
7	18.4	192	60
8	20.3	568	100
9	23.6	680	124
10	24.9	649	172
11	26.9	579	227
12	27.5	555	246
13	29	606	210
14	28.9	690	148
15	28.9	717	103
16	27	591	83
17	25.6	54	44
18	23.6	0	0
19	23.1	0	0
20	22.2	0	0
21	22	0	0
22	20.8	0	0
23	20.1	0	0
24	19	0	0
1	18.4	0	0
2	17.6	0	0
3	17.2	0	0
4	16.8	0	0
5	17	0	0
6	17.8	0	1
7	19.4	201	58
8	21.4	590	95
9	23.5	702	117
10	25.7	671	163
11	27.6	600	217
12	29	576	236
13	29.5	627	200
14	29.5	711	140
15	29	739	96
16	27.7	612	79
17	26.4	52	43
18	24.5	0	0
19	23.7	0	0
20	22.5	0	0
21	21.9	0	0
22	20.7	0	0
23	19.9	0	0
24	19	0	0
1	18	0	0
2	17.3	0	0
3	17.2	0	0
4	17	0	0
5	17.4	0	0
6	17.5	0	1
7	19.9	236	53
8	21.7	672	79
9	24.7	783	94
10	25.3	750	134
11	26.8	677	183
12	27	651	201
13	28.1	704	168
14	28	788	113
15	27.8	815	76
16	26.3	689	65
17	25	51	38
18	22.8	0	0
19	22.3	0	0
20	20.9	0	0
21	21.1	0	0
22	18.4	0	0
23	17.1	0	0
24	14.5	0	0
1	15.2	0	0
2	14.5	0	0
3	14.9	0	0
4	14.3	0	0
5	15	0	0
6	16.3	0	1
7	17.9	260	49
8	19.9	725	68
9	21.9	834	80
10	24	801	116
11	25.5	727	162
12	26.3	701	179
13	26.8	753	147
14	26.6	837	97
15	26	864	65
16	24.8	739	56
17	23.6	50	35
18	22.2	0	0
19	21.2	0	0
20	20.2	0	0
21	20	0	0
22	18.5	0	0
23	17.8	0	0
24	15.6	0	0
1	16.7	0	0
2	16.3	0	0
3	17.7	0	0
4	16.4	0	0
5	17	0	0
6	17.5	0	0
7	19.5	2	29
8	21.1	5	95
9	22.6	7	166
10	24	9	226
11	25	10	264
12	25	11	277
13	25.3	11	263
14	24.7	11	223
15	25	9	161
16	22.8	6	87
17	21.8	3	23
18	20	0	0
19	20.5	0	0
20	20.2	0	0
21	20.1	0	0
22	20.2	0	0
23	20.3	0	0
24	21	0	0
1	20.3	0	0
2	20.3	0	0
3	19.9	0	0
4	20.3	0	0
5	20.5	0	0
6	20.4	0	0
7	21.4	11	46
8	22.2	25	140
9	23.4	37	233
10	23.8	41	302
11	24.5	41	344
12	25.4	41	356
13	24.8	45	340
14	24.5	48	295
15	22.7	45	222
16	23	30	128
17	22	14	36
18	21.7	0	0
19	20.4	0	0
20	19.9	0	0
21	20	0	0
22	19.6	0	0
23	19.6	0	0
24	19.3	0	0
1	19.5	0	0
2	19.6	0	0
3	19.8	0	0
4	19.7	0	0
5	19.9	0	0
6	19.9	0	0
7	20.5	5	37
8	20.9	11	116
9	22	16	198
10	21.8	19	262
11	22.3	20	302
12	21.5	20	315
13	22.9	22	300
14	23	22	258
15	24	19	190
16	22.7	13	106
17	22.4	6	29
18	21.7	0	0
19	21.3	0	0
20	20.6	0	0
21	19	0	0
22	18.7	0	0
23	17.6	0	0
24	17.4	0	0
1	15.3	0	0
2	14.2	0	0
3	13.5	0	0
4	13.2	0	0
5	13.4	0	0
6	13.5	0	0
7	15.8	65	47
8	17.7	720	67
9	20.8	831	79
10	22.2	800	113
11	24.2	727	158
12	25.6	701	175
13	26.9	753	144
14	27.2	836	95
15	26.5	861	63
16	26.2	734	55
17	24.9	45	33
18	24.2	0	0
19	21.6	0	0
20	19.7	0	0
21	17.3	0	0
22	16	0	0
23	14.2	0	0
24	12.1	0	0
1	11.4	0	0
2	10.2	0	0
3	11.2	0	0
4	9.3	0	0
5	9.9	0	0
6	10	0	0
7	13.7	64	46
8	16.5	728	65
9	20	840	76
10	22.2	808	110
11	24.5	736	154
12	25.9	710	170
13	26.6	762	140
14	26.5	844	92
15	25.9	869	61
16	24.4	741	53
17	23	44	32
18	21	0	0
19	20.3	0	0
20	19.1	0	0
21	18.7	0	0
22	17	0	0
23	15.8	0	0
24	13.9	0	0
1	13.4	0	0
2	12.3	0	0
3	12.1	0	0
4	11.2	0	0
5	11.7	0	0
6	12.2	0	0
7	15.1	63	53
8	17.7	579	92
9	21.5	697	113
10	23.5	669	157
11	25.8	600	209
12	27.1	577	226
13	28.1	628	192
14	27.9	710	134
15	26.5	734	93
16	25.6	600	76
17	24.2	44	38
18	23.4	0	0
19	21.8	0	0
20	21.1	0	0
21	20.9	0	0
22	20.6	0	0
23	20.6	0	0
24	19.7	0	0
1	20.1	0	0
2	19.9	0	0
3	20	0	0
4	19.6	0	0
5	19.8	0	0
6	20.2	0	0
7	21.2	62	54
8	22.4	540	99
9	24.1	658	123
10	25.3	632	170
11	26.5	565	222
12	27	542	240
13	27.7	592	205
14	27.6	673	146
15	27.1	696	102
16	26.1	562	82
17	25.1	43	39
18	24.2	0	0
19	23.4	0	0
20	22.8	0	0
21	22.8	0	0
22	22.1	0	0
23	21.8	0	0
24	20.7	0	0
1	20.9	0	0
2	20.7	0	0
3	20.6	0	0
4	20.2	0	0
5	20.1	0	0
6	20.4	0	0
7	20.7	60	58
8	21.5	399	124
9	22	510	165
10	23.6	491	220
11	24.7	435	275
12	26.2	417	292
13	26.3	461	258
14	26.5	534	194
15	26	552	140
16	25.6	425	104
17	24.8	42	42
18	23.5	0	0
19	22.6	0	0
20	21.7	0	0
21	21.2	0	0
22	20.3	0	0
23	19.9	0	0
24	19.8	0	0
1	19.2	0	0
2	18.9	0	0
3	17.8	0	0
4	18.7	0	0
5	18.7	0	0
6	19.9	0	0
7	19.4	44	57
8	20.2	134	159
9	20.9	191	243
10	22.3	192	312
11	23.4	173	360
12	24	168	374
13	25.4	188	350
14	26	219	293
15	27	221	221
16	26.2	152	140
17	25.8	42	43
18	24.8	0	0
19	24.5	0	0
20	23.7	0	0
21	23	0	0
22	22.5	0	0
23	22.1	0	0
24	22	0	0
1	21.5	0	0
2	21.3	0	0
3	21	0	0
4	21	0	0
5	20.9	0	0
6	20.9	0	0
7	21	2	25
8	21.2	4	85
9	21.6	6	153
10	22	8	211
11	22.4	9	249
12	22.6	10	262
13	23.1	10	248
14	23.2	10	209
15	23.6	8	148
16	23.1	5	79
17	22.8	3	20
18	22.1	0	0
19	22.3	0	0
20	22.1	0	0
21	22.2	0	0
22	21.7	0	0
23	21.5	0	0
24	21.1	0	0
1	21.2	0	0
2	20.9	0	0
3	20.9	0	0
4	20.5	0	0
5	20.5	0	0
6	21	0	0
7	21.5	57	57
8	22.4	292	140
9	23.1	391	196
10	24.4	381	256
11	25.3	337	309
12	25.9	323	325
13	26.2	360	294
14	26.2	420	231
15	26.3	432	170
16	25.2	318	120
17	24.5	40	42
18	23.3	0	0
19	23.1	0	0
20	22.5	0	0
21	22	0	0
22	21.1	0	0
23	20.4	0	0
24	19.6	0	0
1	19	0	0
2	18.2	0	0
3	17.9	0	0
4	17.2	0	0
5	17.3	0	0
6	17.5	0	0
7	19.1	56	50
8	20.7	568	90
9	22.9	690	111
10	24.3	665	154
11	25.8	597	204
12	26.4	574	221
13	27.2	623	189
14	27	704	132
15	26.6	726	92
16	25.4	590	75
17	24.4	40	35
18	23.5	0	0
19	22.9	0	0
20	22.5	0	0
21	22.2	0	0
22	22.2	0	0
23	22	0	0
24	21.7	0	0
1	21.4	0	0
2	20.6	0	0
3	20.2	0	0
4	19.2	0	0
5	19.1	0	0
6	19.1	0	0
7	20.4	55	50
8	21.8	539	95
9	23.9	662	118
10	25.3	638	163
11	26.7	572	214
12	27.3	549	231
13	27.9	598	198
14	27.6	677	141
15	26.9	698	98
16	25.6	562	79
17	24.4	39	35
18	23.7	0	0
19	22.8	0	0
20	22.5	0	0
21	22	0	0
22	22.7	0	0
23	22.7	0	0
24	22.8	0	0
1	22.3	0	0
2	21.7	0	0
3	21.6	0	0
4	20.5	0	0
5	20.3	0	0
6	19.4	0	0
7	21	32	51
8	22.1	94	154
9	24.2	138	243
10	24.9	143	313
11	26.1	131	358
12	27.1	128	371
13	27.3	142	350
14	27.1	163	298
15	25.8	161	225
16	25.6	108	138
17	24.7	30	39
18	24.5	0	0
19	23.4	0	0
20	23.2	0	0
21	23	0	0
22	23.4	0	0
23	23.6	0	0
24	23.7	0	0
1	23.2	0	0
2	22.7	0	0
3	21.9	0	0
4	21.6	0	0
5	21.4	0	0
6	21.5	0	0
7	22.1	53	51
8	23.1	464	107
9	24.9	586	138
10	25.6	566	187
11	26.7	505	239
12	26.6	484	257
13	27.7	530	224
14	27.4	605	164
15	27.5	624	117
16	25.9	489	90
17	24.9	38	37
18	23.8	0	0
19	23.6	0	0
20	23.2	0	0
21	23.2	0	0
22	23	0	0
23	22.7	0	0
24	22.1	0	0
1	21.4	0	0
2	20.6	0	0
3	20	0	0
4	19	0	0
5	18.6	0	0
6	18.2	0	0
7	19.4	52	54
8	20.5	258	140
9	22.5	354	201
10	23.5	348	262
11	25	308	313
12	25.6	296	329
13	26.7	329	300
14	26.8	383	239
15	27	392	177
16	25.7	284	122
17	24.8	38	41
18	23.4	0	0
19	23.2	0	0
20	22.7	0	0
21	22.7	0	0
22	22.1	0	0
23	21.9	0	0
24	21.6	0	0
1	21.2	0	0
2	20.8	0	0
3	20.2	0	0
4	20.2	0	0
5	20.4	0	0
6	21.1	0	0
7	21.8	51	42
8	23	656	72
9	24.2	781	85
10	25.7	755	120
11	26.7	685	165
12	27.6	659	182
13	27.4	708	152
14	27.1	788	103
15	26	810	70
16	25.4	675	60
17	24.5	38	30
18	24	0	0
19	23.2	0	0
20	22.9	0	0
21	22.6	0	0
22	22.6	0	0
23	22.5	0	0
24	22	0	0
1	21.4	0	0
2	20.7	0	0
3	20.1	0	0
4	19.4	0	0
5	19.1	0	0
6	18.9	0	0
7	19.9	50	45
8	21	592	83
9	22.7	719	100
10	23.9	696	139
11	25.3	628	187
12	26.4	602	205
13	27.1	651	174
14	27.1	730	121
15	26.5	751	84
16	25.9	614	69
17	24.9	37	32
18	23.8	0	0
19	22.9	0	0
20	22.1	0	0
21	22.3	0	0
22	21.4	0	0
23	21.3	0	0
24	20.1	0	0
1	21.1	0	0
2	21	0	0
3	21.9	0	0
4	20.8	0	0
5	20.9	0	0
6	20.9	0	0
7	21.9	49	48
8	22.7	495	99
9	23.5	623	125
10	24.8	603	171
11	25.6	540	222
12	26.5	516	240
13	26.5	562	208
14	26.4	639	151
15	26	658	107
16	25.3	521	84
17	24.5	37	35
18	23.6	0	0
19	23	0	0
20	22.2	0	0
21	21.5	0	0
22	21	0	0
23	20.6	0	0
24	20.6	0	0
1	20.2	0	0
2	19.3	0	0
3	19.4	0	0
4	16.8	0	0
5	16.1	0	0
6	14.1	0	0
7	17.1	49	47
8	18.6	497	98
9	22.3	625	124
10	22.5	606	169
11	24.3	542	220
12	25	518	238
13	26.3	564	207
14	26.2	640	150
15	25.5	659	106
16	24.6	523	83
17	23.5	38	35
18	22.6	0	0
19	21.9	0	0
20	21.6	0	0
21	22	0	0
22	21.8	0	0
23	22	0	0
24	21.6	0	0
1	21.8	0	0
2	21.4	0	0
3	21.1	0	0
4	20.2	0	0
5	19.9	0	0
6	19.3	0	0
7	20.4	48	50
8	21.2	276	134
9	23.6	379	190
10	23.7	373	249
11	24.8	331	301
12	24.2	317	317
13	25.9	350	289
14	25.7	406	229
15	25.8	415	169
16	24.2	303	117
17	23.3	38	40
18	22.7	0	0
19	21.9	0	0
20	21.6	0	0
21	21.1	0	0
22	21.4	0	0
23	21.3	0	0
24	20.7	0	0
1	20.2	0	0
2	19.4	0	0
3	19.7	0	0
4	18.2	0	0
5	18	0	0
6	17	0	0
7	19	47	37
8	20.2	710	61
9	22.5	837	70
10	23.3	812	100
11	24.6	742	141
12	25.3	713	157
13	26	760	131
14	25.9	838	87
15	25.5	860	58
16	24.6	728	51
17	23.7	37	27
18	22.7	0	0
19	22.1	0	0
20	21.6	0	0
21	21.1	0	0
22	20.7	0	0
23	20.1	0	0
24	19.4	0	0
1	18.4	0	0
2	17.4	0	0
3	16.8	0	0
4	15.6	0	0
5	15.4	0	0
6	14.7	0	0
7	16.6	11	35
8	18.1	24	123
9	21	38	213
10	21.9	43	281
11	23.6	43	322
12	24.6	44	335
13	25.6	47	320
14	25.7	49	276
15	24.8	45	206
16	24.4	29	116
17	23.4	11	30
18	23	0	0
19	21.8	0	0
20	21.4	0	0
21	21.2	0	0
22	21.1	0	0
23	21	0	0
24	20.3	0	0
1	20	0	0
2	19.4	0	0
3	19.2	0	0
4	18.3	0	0
5	18.1	0	0
6	17.8	0	0
7	18.8	5	28
8	19.7	11	102
9	21.2	17	182
10	22.1	20	247
11	23.2	22	286
12	23.8	22	299
13	24.6	23	285
14	24.8	23	244
15	24.7	20	178
16	24.1	13	97
17	23.5	7	24
18	22.8	0	0
19	22.3	0	0
20	21.8	0	0
21	21.3	0	0
22	21.1	0	0
23	20.7	0	0
24	20.6	0	0
1	19.7	0	0
2	19.5	0	0
3	19	0	0
4	19.5	0	0
5	19.7	0	0
6	19.9	0	0
7	20.6	1	13
8	21.1	1	54
9	22.2	3	107
10	22.3	4	158
11	22.7	4	194
12	22.6	5	207
13	22.8	5	194
14	22.6	4	157
15	22.1	3	106
16	21.5	2	52
17	20.9	1	12
18	20.3	0	0
19	19.8	0	0
20	19.4	0	0
21	19.1	0	0
22	18.9	0	0
23	18.8	0	0
24	18.8	0	0
1	18.6	0	0
2	18.5	0	0
3	18.2	0	0
4	18.2	0	0
5	18.2	0	0
6	18	0	0
7	18.5	1	13
8	18.8	1	54
9	20.1	3	107
10	19.9	4	158
11	20.6	4	194
12	20.3	5	207
13	21.5	5	194
14	21.8	4	157
15	22.2	3	106
16	21.7	2	52
17	21.3	1	12
18	20.7	0	0
19	20	0	0
20	19.2	0	0
21	18.6	0	0
22	17.4	0	0
23	16.5	0	0
24	14.9	0	0
1	15	0	0
2	14.6	0	0
3	14.9	0	0
4	14.6	0	0
5	15.2	0	0
6	16.3	0	0
7	17.5	43	42
8	19.1	525	89
9	20.4	661	111
10	22.4	644	152
11	23.8	578	201
12	24.8	551	220
13	25.6	594	191
14	25.8	670	138
15	26.2	690	97
16	25	554	77
17	24.2	37	33
18	22.8	0	0
19	22.4	0	0
20	21.6	0	0
21	20.7	0	0
22	20.3	0	0
23	19.8	0	0
24	20	0	0
1	19.3	0	0
2	19	0	0
3	18.3	0	0
4	18.4	0	0
5	18.3	0	0
6	18.3	0	0
7	19	12	34
8	19.9	30	125
9	21.6	47	216
10	22.1	54	285
11	23.2	53	326
12	23.6	52	339
13	24.6	56	324
14	24.7	60	280
15	24.1	55	210
16	23.7	36	120
17	22.9	12	31
18	22.8	0	0
19	21.2	0	0
20	20.6	0	0
21	19.7	0	0
22	20.1	0	0
23	20.1	0	0
24	19.8	0	0
1	20.1	0	0
2	20	0	0
3	20.7	0	0
4	19.5	0	0
5	19.4	0	0
6	18.8	0	0
7	19.8	11	33
8	20.5	26	121
9	21.5	41	211
10	22.3	47	279
11	23.3	46	321
12	24.1	46	334
13	24.6	49	319
14	24.8	52	276
15	24.8	47	206
16	24.2	31	117
17	23.6	11	30
18	22.8	0	0
19	22.2	0	0
20	21.7	0	0
21	21.1	0	0
22	20.8	0	0
23	20.5	0	0
24	20.1	0	0
1	19.7	0	0
2	19.2	0	0
3	19.1	0	0
4	18.3	0	0
5	18.2	0	0
6	18.1	0	0
7	19.2	41	44
8	20.3	300	124
9	21.5	416	175
10	22.9	412	230
11	24	365	282
12	25.4	346	301
13	25.2	378	274
14	25.1	435	216
15	24	446	159
16	23.9	330	112
17	23	37	39
18	22.5	0	0
19	21.4	0	0
20	20.9	0	0
21	20.4	0	0
22	20.3	0	0
23	20	0	0
24	19.6	0	0
1	18.7	0	0
2	18	0	0
3	17.6	0	0
4	16.8	0	0
5	16.8	0	0
6	16.9	0	0
7	18.2	40	43
8	19.6	365	114
9	20.9	493	154
10	22.8	485	205
11	24.1	431	257
12	26	408	277
13	25.5	443	249
14	25.3	508	191
15	23.8	522	139
16	23.7	397	102
17	22.5	37	38
18	21.7	0	0
19	20.2	0	0
20	19.3	0	0
21	18.3	0	0
22	17.9	0	0
23	17.3	0	0
24	17.3	0	0
1	15.8	0	0
2	15.1	0	0
3	13.8	0	0
4	14.4	0	0
5	14.5	0	0
6	15.2	0	0
7	15.9	39	35
8	17.3	608	74
9	19.1	748	87
10	20.4	731	122
11	21.8	661	167
12	22.6	630	186
13	23.4	672	160
14	23.6	748	112
15	23.1	770	77
16	22.5	637	64
17	21.6	38	31
18	20.8	0	0
19	19.6	0	0
20	18.7	0	0
21	17.9	0	0
22	17	0	0
23	16.2	0	0
24	15.1	0	0
1	14.6	0	0
2	13.6	0	0
3	12.8	0	0
4	12.1	0	0
5	11.9	0	0
6	12.4	0	0
7	13.1	39	26
8	14.4	807	43
9	16.2	936	46
10	17.6	914	68
11	19.1	844	101
12	19.2	810	117
13	20.5	851	97
14	20.3	925	62
15	20.2	948	41
16	18.5	827	37
17	17.1	38	22
18	16.3	0	0
19	14.2	0	0
20	12.9	0	0
21	10.3	0	0
22	10.5	0	0
23	9.3	0	0
24	8.7	0	0
1	7	0	0
2	6.1	0	0
3	6.2	0	0
4	5.3	0	0
5	5.9	0	0
6	6.2	0	0
7	9.2	38	33
8	11.7	646	67
9	14.5	787	78
10	17.3	769	109
11	19.7	699	152
12	22.1	666	172
13	22.5	707	147
14	22.6	783	101
15	22.1	805	69
16	21	675	58
17	19.6	38	29
18	17.2	0	0
19	17.1	0	0
20	16.1	0	0
21	16.4	0	0
22	14.9	0	0
23	14.5	0	0
24	14.2	0	0
1	13.9	0	0
2	13.3	0	0
3	11.8	0	0
4	12.2	0	0
5	12.3	0	0
6	13.8	0	0
7	14.3	38	33
8	16.1	648	66
9	18.5	789	77
10	20.5	772	108
11	22.3	701	151
12	22.7	667	171
13	24.1	708	146
14	23.9	784	101
15	23.5	807	69
16	21.8	677	58
17	20.4	38	29
18	19.2	0	0
19	18	0	0
20	17.1	0	0
21	16.6	0	0
22	15.8	0	0
23	15.1	0	0
24	12.9	0	0
1	13	0	0
2	11.9	0	0
3	12.9	0	0
4	10.6	0	0
5	10.8	0	0
6	10.2	0	0
7	13.4	37	35
8	15.5	580	77
9	18.5	725	92
10	20.1	709	128
11	21.9	640	174
12	23	607	195
13	23.6	646	169
14	23.4	721	120
15	22.8	744	83
16	21.5	613	68
17	20.5	38	32
18	19.2	0	0
19	19.1	0	0
20	18.9	0	0
21	19.1	0	0
22	18.8	0	0
23	18.6	0	0
24	18	0	0
1	17.4	0	0
2	16.3	0	0
3	15.4	0	0
4	14.3	0	0
5	13.9	0	0
6	13.7	0	0
7	15.2	37	41
8	16.8	252	127
9	19.5	362	185
10	20.8	363	243
11	22.6	321	294
12	23.3	302	314
13	24.3	328	290
14	24.2	377	234
15	23.7	386	174
16	22.6	282	120
17	21.6	39	41
18	20.8	0	0
19	20.3	0	0
20	20.1	0	0
21	20.2	0	0
22	20.2	0	0
23	20.2	0	0
24	19.8	0	0
1	19.4	0	0
2	18.8	0	0
3	17.8	0	0
4	17.6	0	0
5	17.2	0	0
6	17.2	0	0
7	17.7	36	41
8	18.6	280	123
9	20.3	397	176
10	21	397	232
11	22.1	351	284
12	22.5	330	304
13	23.1	357	279
14	22.9	410	223
15	21.8	421	166
16	21.4	312	116
17	20.5	39	41
18	20.4	0	0
19	19.5	0	0
20	19.5	0	0
21	20	0	0
22	20.1	0	0
23	20.5	0	0
24	19.8	0	0
1	20.3	0	0
2	20	0	0
3	19.3	0	0
4	18.9	0	0
5	18.4	0	0
6	19.4	0	0
7	18.6	10	30
8	19.3	27	118
9	19.3	44	208
10	21.6	50	277
11	22.9	50	319
12	23.7	49	333
13	24.5	51	318
14	24.4	54	276
15	25.4	49	207
16	22.8	32	119
17	21.4	12	32
18	18.1	0	0
19	18.6	0	0
20	17.5	0	0
21	17.7	0	0
22	16.3	0	0
23	16	0	0
24	16	0	0
1	15.8	0	0
2	15.6	0	0
3	14.8	0	0
4	15.2	0	0
5	15.3	0	0
6	16.4	0	0
7	16.3	36	30
8	17.4	685	59
9	18.2	828	67
10	20.2	812	95
11	21.4	740	136
12	22.1	703	156
13	22.9	741	134
14	22.8	816	91
15	23.2	840	61
16	21.1	716	52
17	19.9	40	28
18	17.8	0	0
19	17.5	0	0
20	16.5	0	0
21	15.5	0	0
22	14.9	0	0
23	14.2	0	0
24	14.2	0	0
1	12.6	0	0
2	11.6	0	0
3	10.7	0	0
4	10.2	0	0
5	10.2	0	0
6	10.1	0	0
7	12.4	35	32
8	14.6	615	70
9	18	763	82
10	19.8	748	114
11	22.2	678	159
12	24	641	180
13	25	679	157
14	25.1	753	110
15	23.8	777	76
16	22.8	651	63
17	20.9	40	31
18	18.9	0	0
19	17.2	0	0
20	15.9	0	0
21	16	0	0
22	14.6	0	0
23	14.4	0	0
24	13.1	0	0
1	14.8	0	0
2	14.8	0	0
3	15.5	0	0
4	14.6	0	0
5	14.6	0	0
6	15	0	0
7	15.8	35	39
8	17	310	118
9	18.5	437	165
10	20.2	435	218
11	21.7	385	271
12	22.6	360	293
13	23.5	387	269
14	23.5	443	213
15	23.1	457	157
16	22	345	112
17	21	40	42
18	20.1	0	0
19	19.1	0	0
20	18.7	0	0
21	18.5	0	0
22	18.5	0	0
23	18.5	0	0
24	17.8	0	0
1	18.1	0	0
2	17.7	0	0
3	17.8	0	0
4	16.8	0	0
5	16.5	0	0
6	16.2	0	0
7	17.1	31	38
8	18.2	122	136
9	19.8	189	218
10	21.4	197	285
11	23.1	178	333
12	24.3	167	350
13	25.2	179	332
14	25.4	204	282
15	25.4	203	215
16	24.2	141	136
17	23.1	40	42
18	21.6	0	0
19	21.2	0	0
20	20.7	0	0
21	20.8	0	0
22	20.6	0	0
23	20.7	0	0
24	20.8	0	0
1	20.4	0	0
2	19.9	0	0
3	19.2	0	0
4	18.4	0	0
5	17.8	0	0
6	17.3	0	0
7	18.1	34	21
8	19.1	867	34
9	21.2	998	35
10	22.7	979	51
11	24.6	909	80
12	25.9	871	96
13	27.5	905	80
14	28	975	50
15	28.2	1001	32
16	26.7	893	29
17	25.2	41	21
18	22.7	0	0
19	22	0	0
20	20.6	0	0
21	20.8	0	0
22	19.2	0	0
23	18.9	0	0
24	18	0	0
1	18.9	0	0
2	19	0	0
3	20	0	0
4	19.4	0	0
5	19.8	0	0
6	20	0	0
7	21.2	34	36
8	22.2	473	92
9	23	623	116
10	24.3	614	158
11	25.2	548	209
12	26.2	513	233
13	25.9	546	208
14	25.6	615	155
15	25	637	110
16	23.9	514	86
17	22.8	42	39
18	20.8	0	0
19	20.5	0	0
20	19.5	0	0
21	19.7	0	0
22	18	0	0
23	17.3	0	0
24	16	0	0
1	16.1	0	0
2	15.5	0	0
3	15.7	0	0
4	15	0	0
5	15.2	0	0
6	15.4	0	0
7	16.9	34	38
8	18.3	307	117
9	20.2	435	164
10	21.2	435	218
11	22.5	384	271
12	23.1	357	294
13	23.7	382	271
14	23.6	437	216
15	23.1	452	159
16	22.5	343	114
17	21.8	43	43
18	21	0	0
19	20.7	0	0
20	20.4	0	0
21	20.9	0	0
22	20	0	0
23	19.8	0	0
24	18	0	0
1	18.7	0	0
2	17.9	0	0
3	18.4	0	0
4	16.2	0	0
5	15.9	0	0
6	15.3	0	0
7	16.6	34	35
8	17.8	504	87
9	19.2	656	107
10	21	646	147
11	22.5	578	197
